-2.420860808604163861e-01,4.918943904458774607e-01,-2.342252273349016978e-01,3.612271429690263602e-01,3.527446310160684551e-01,9.750347179253824326e-01,3.934255988939352466e-01,-4.573766347883758687e-01,-3.004014744649072810e-01,7.855903754475690448e-01,-8.454150117971830358e-01,5.275647393045537203e-01,3.292231549805797464e-01,2.614042115797579058e-01,1.113593806656365537e-01,-7.473347399773875299e-01,4.854137095672996782e-01,-4.505107541519135506e-01,4.136685700797368970e-01,7.467237242640443196e-01,-2.266832462532870629e-01,5.130074695121307204e-01,2.760366247333434497e-01,2.639475104942137218e-01,3.458905516097467991e-01
9.922791955780201345e-01,-7.317433684910783498e-01,-1.849048530301423687e-01,-4.241780464829854047e-01,-7.324028224586757174e-01,-7.740298388717421485e-01,-3.336798036671042578e-01,-1.263402928804997494e-01,8.176583014419938067e-01,-1.601901566818952627e-01,-7.029026296217973924e-01,-5.338594910541751837e-01,7.504120679072850963e-01,-9.431490089092555706e-01,2.137324884340854880e-02,9.953304172812191819e-01,5.654647863882145131e-03,2.449426238208750606e-01,-2.224530656907799386e-01,5.774510111967456893e-01,6.078206750361092592e-01,2.011194169695589284e-01,-1.546401624513409345e-01,-6.682298875894019385e-01,-5.417138671457344401e-01
5.876430805226200427e-01,-1.763562371270908091e-01,-8.798270824441587479e-01,-4.078529211309386282e-01,-3.082550526032467042e-01,8.327174138133167647e-01,9.538618252036554779e-01,3.636757535192438606e-01,-6.430306027391897716e-01,9.773094737486504036e-02,-5.164868969065801174e-01,-4.111239473865875294e-01,7.010402376411154490e-01,9.388861056088665391e-02,7.137068296485459262e-01,2.210719371596726324e-01,-5.757173299128477417e-01,3.498222550246081752e-01,-1.530701386078703319e-01,9.251492241548717188e-02,-4.279832692704538255e-01,-7.994499612441855474e-01,-3.891792360684167562e-01,-6.064847451134633971e-01,3.721639559529328345e-01
3.913173361919631832e-01,7.067299240937816585e-01,-2.084649811690580390e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.371189626764957481e-01,3.763477559686441154e-01,3.567428697266492588e-01,-8.931486756330522248e-01,6.935157755275396241e-01,6.491888801158501865e-04,3.749784119300503260e-02,1.258635705095345614e-02,-2.324596019228500690e-02,1.287985350238345442e-04,6.971116083462072233e-01,7.573731414023698871e-02,3.149153162226386860e-03,1.000524523136411825e-04,1.645392466784363350e-01,-1.741026555475030935e-01,5.135688847933380652e-01,3.153118500844457883e-01,0.000000000000000000e+00,1.571874957647706739e-01
1.940167047941090406e-01,-7.347412693598124322e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.307266549154978197e-03,9.297372814577471445e-01,2.640909326680082603e-02,-2.477336704723454019e-02,0.000000000000000000e+00,-1.186839545436018106e-01,0.000000000000000000e+00,3.790806059425723684e-01,9.785003591030621006e-01,8.779005894916976915e-01,4.875769037588923577e-05,4.861376418030094460e-01,2.199969316571562805e-01,-5.671036875149062552e-03,-2.108845053316522611e-01,3.589445884596594027e-02,5.853810394572698250e-01,1.823740482763090420e-01,7.474113002366895853e-04,0.000000000000000000e+00,9.159151399637759372e-01
5.876430805226200427e-01,-1.763562371270908091e-01,-8.798270824441587479e-01,-4.078529211309386282e-01,-3.082550526032467042e-01,8.327174138133167647e-01,9.356534915713170530e-01,3.636757535192438606e-01,-6.430306027391897716e-01,9.773094737486504036e-02,-5.164868969065801174e-01,-4.111239473865875294e-01,7.010402376411154490e-01,2.410832802902371230e-01,7.137068296485459262e-01,2.210719371596726324e-01,-6.717726454650703172e-01,3.498222550246081752e-01,-1.530701386078703319e-01,9.251492241548717188e-02,-4.279832692704538255e-01,-7.994499612441855474e-01,-3.891792360684167562e-01,-6.064847451134633971e-01,3.721639559529328345e-01
9.922791955780201345e-01,-7.317433684910783498e-01,-1.849048530301423687e-01,-4.241780464829854047e-01,-7.324028224586757174e-01,-7.740298388717421485e-01,-3.336798036671042578e-01,-1.263402928804997494e-01,8.176583014419938067e-01,-1.601901566818952627e-01,-7.029026296217973924e-01,-6.020778512167748175e-01,7.504120679072850963e-01,-9.431490089092555706e-01,2.137324884340854880e-02,9.953304172812191819e-01,5.654647863882145131e-03,2.449426238208750606e-01,-2.224530656907799386e-01,5.774510111967456893e-01,6.078206750361092592e-01,2.011194169695589284e-01,-1.546401624513409345e-01,-7.379364866130146972e-01,-5.417138671457344401e-01
1.169513120341965084e-01,7.923352043596376681e-02,-6.869960377396588935e-01,-7.831583170022121676e-02,-5.922715435592662558e-01,8.940789131740118911e-01,5.155837650403914951e-01,7.794513305485482046e-01,-4.564366669594922543e-01,-4.911430428913177160e-02,-6.581796782410472835e-01,5.519782963366539619e-01,9.922920023169236048e-01,4.855220501447594650e-01,6.791564360537842848e-01,-3.548979693462982477e-01,-6.834315529975898418e-01,2.370101021348880455e-02,-5.779632214925898293e-01,8.597737635523510225e-01,5.679414668106286257e-03,9.171311335938536757e-01,-6.026250996489249112e-03,3.795322561469778935e-04,7.428193565956634492e-01
4.013052806303680775e-01,-6.437688593645490842e-03,6.568221693383044513e-02,-1.447635047745726711e-02,-2.955577397920449711e-01,9.371189626764957481e-01,2.261992552967798109e-02,0.000000000000000000e+00,3.058578301932501908e-02,7.003363122205730207e-01,4.801004292494105430e-01,-2.255413496099645254e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.871352285546706823e-04,6.971505084639507688e-01,-4.466834837776826467e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.747690508642006924e-01,9.466616671429325947e-04,7.807158068844873844e-01,1.619652218801190813e-01,0.000000000000000000e+00,2.481808940710328870e-01
-5.023833493251286253e-01,5.203349511263095639e-01,6.553179682520580140e-01,-1.491483538406496168e-02,-8.669402181765437643e-01,-8.751833567477795839e-01,2.840524647133083058e-02,9.847758510594959436e-01,9.248685993747007839e-01,2.651440170628139303e-01,-8.895310927064897788e-01,8.305588762098495836e-01,-1.106822349849519715e-01,-4.296491424341524201e-01,1.365567824869039493e-01,-8.748070559755427578e-02,-1.759190401747030563e-01,-9.239322367508122635e-01,-4.694875802978267787e-01,3.363975784179434880e-01,-1.643725532927310384e-01,4.459583171754418762e-01,3.207171855130821481e-01,9.355763001719448191e-01,3.002415047830570005e-01
